question_id,question,options,answer,answer_index,cot_content,category,src
10976,"Arguing that what is true of an entire object is also true of each part of that object is the fallacy of
Options:
 A. appeal to ignorance
B. straw man
C. bandwagon
D. division
E. false cause
F. slippery slope
G. false criteria
H. hasty generalization
I. ad hominem
J. ad crumenam","['appeal to ignorance' 'straw man' 'bandwagon' 'division' 'false cause'
 'slippery slope' 'false criteria' 'hasty generalization' 'ad hominem'
 'ad crumenam']",D,3,,philosophy,ori_mmlu-logical_fallacies
9380,"The half-cell potential for the reaction $\mathrm{O}_2(g)+4 \mathrm{H}^{+}(a q)+4 \mathrm{e}^{-} \rightarrow 2 \mathrm{H}_2 \mathrm{O}(l)$ is $+1.03 \mathrm{~V}$ at $298.15 \mathrm{~K}$ when $a_{\mathrm{O}_2}=1.00$. Determine $a_{\mathrm{H}^{+}}$
Options:
 A.  4.16 $10^{-4}$
B. 8.50 $10^{-4}$
C. 1.09 $10^{-4}$
D. 3.00 $10^{-4}$
E. 1.50 $10^{-4}$
F. 5.78 $10^{-4}$
G. 2.32 $10^{-4}$
H. 9.75 $10^{-4}$
I. 6.25 $10^{-4}$
J. 7.00 $10^{-4}$","[' 4.16 $10^{-4}$' '8.50 $10^{-4}$' '1.09 $10^{-4}$' '3.00 $10^{-4}$'
 '1.50 $10^{-4}$' '5.78 $10^{-4}$' '2.32 $10^{-4}$' '9.75 $10^{-4}$'
 '6.25 $10^{-4}$' '7.00 $10^{-4}$']",A,0,,physics,scibench-thermo
1615,"A state imposes a graduated income tax upon net income calculated under federal law. Section 22 of the city's reform act of 2010, which is to become effective on January 1, 2010, provides: ""Any parent or guardian financially responsible for the education of his ward may claim a direct tax credit against his income tax liability equal to the amount of tuition of a child or children of high school age who does not attend a public high school. "" Other provisions define ""tuition"" very broadly but limit the credit to tuition paid to schools meeting the educational requirements as determined by the state. On December 1, 2009, the parents of two students who attend a public high school in the state sue for a declaratory judgment and injunction in federal court, claiming that Section 22 violates the establishment clause of the First Amendment. The federal court will most likely
Options:
 A. uphold the action, because the state law discriminates against public school students.
B. dismiss the action, because the suit involves a political question.
C. uphold the action, because the plaintiffs have a valid claim under the First Amendment.
D. dismiss the action, because the plaintiffs have not suffered any actual harm.
E. dismiss the action, because the plaintiffs lack standing as taxpayers.
F. uphold the action, because the state law interferes with the parents' right to choose a public school.
G. dismiss the action, because the issues being litigated are moot.
H. dismiss the action, because the issues are not ripe.
I. dismiss the action, because the lawsuit is beyond the jurisdiction of the federal court.
J. dismiss the action, because the state law does not violate the establishment clause of the First Amendment.","['uphold the action, because the state law discriminates against public school students.'
 'dismiss the action, because the suit involves a political question.'
 'uphold the action, because the plaintiffs have a valid claim under the First Amendment.'
 'dismiss the action, because the plaintiffs have not suffered any actual harm.'
 'dismiss the action, because the plaintiffs lack standing as taxpayers.'
 ""uphold the action, because the state law interferes with the parents' right to choose a public school.""
 'dismiss the action, because the issues being litigated are moot.'
 'dismiss the action, because the issues are not ripe.'
 'dismiss the action, because the lawsuit is beyond the jurisdiction of the federal court.'
 'dismiss the action, because the state law does not violate the establishment clause of the First Amendment.']",H,7,,law,ori_mmlu-professional_law
827," Four competing philosophies strongly influence the role of marketing and marketing activities within an organization. Which if the following is not a component of market orientation?
Options:
 A. Ethical orientation.
B. Product orientation.
C. Interfunctional coordination.
D. Stakeholder orientation.
E. Profitability orientation.
F. Innovation orientation.
G. Sustainability orientation.
H. Public relations orientation.
I. Competitor orientation.
J. Customer orientation.","['Ethical orientation.' 'Product orientation.'
 'Interfunctional coordination.' 'Stakeholder orientation.'
 'Profitability orientation.' 'Innovation orientation.'
 'Sustainability orientation.' 'Public relations orientation.'
 'Competitor orientation.' 'Customer orientation.']",E,4,,business,ori_mmlu-marketing
6730,"Of the following animals, which has the longest life span by current measures?
Options:
 A. Human
B. Parrot
C. Lion
D. Elephant
E. Dog
F. Tortoise
G. Kangaroo
H. Queen honey bee
I. Blue whale
J. Gorilla","['Human' 'Parrot' 'Lion' 'Elephant' 'Dog' 'Tortoise' 'Kangaroo'
 'Queen honey bee' 'Blue whale' 'Gorilla']",I,8,,health,ori_mmlu-human_aging
9182,"How much heat is produced in 5 minutes by an electric iron which draws 5 amperes from a 120-volt line?
Options:
 A. 72,000 calories
B. 80,000 calories
C. 36,000 calories
D. 65,000 calories
E. 48,000 calories
F. 43,000 calories
G. 60,000 calories
H. 50,000 calories
I. 54,000 calories
J. 30,000 calories","['72,000 calories' '80,000 calories' '36,000 calories' '65,000 calories'
 '48,000 calories' '43,000 calories' '60,000 calories' '50,000 calories'
 '54,000 calories' '30,000 calories']",F,5,,physics,stemez-Physics
10715,"Consider the code segment below.
 Line 1: IF (a = 0)
 Line 2: {
 Line 3: b ← a + 10
 Line 4: }
 Line 5: ELSE
 Line 6: {
 Line 7: b ← a + 2O
 Line 8: }
 Which of the following changes will NOT affect the results when the code segment is executed?
Options:
 A. Changing line 3 to b ← 10
B. Changing line 7 to a ← b + 10
C. Changing line 1 to IF (a > 0)
D. Changing line 1 to IF (a < 0)
E. Changing line 1 to IF (a != 0)
F. Changing line 3 to b ← a + 20
G. Changing line 7 to b ← a + 10
H. Changing line 7 to b ← 20
I. Changing line 3 to a ← b + 10
J. Changing line 7 to a ← 20","['Changing line 3 to b ← 10' 'Changing line 7 to a ← b + 10'
 'Changing line 1 to IF (a > 0)' 'Changing line 1 to IF (a < 0)'
 'Changing line 1 to IF (a != 0)' 'Changing line 3 to b ← a + 20'
 'Changing line 7 to b ← a + 10' 'Changing line 7 to b ← 20'
 'Changing line 3 to a ← b + 10' 'Changing line 7 to a ← 20']",A,0,,computer science,ori_mmlu-high_school_computer_science
2070,"""According to Hersey and Blanchard’s situational leadership model, a leader should use a """"participative"""" style for subordinates who have:""
Options:
 A. high ability and high motivation.
B. low ability and high motivation.
C. low ability and moderate motivation.
D. moderate ability and low motivation.
E. low ability and low motivation.
F. high ability and low motivation.","['high ability and high motivation.' 'low ability and high motivation.'
 'low ability and moderate motivation.'
 'moderate ability and low motivation.' 'low ability and low motivation.'
 'high ability and low motivation.']",F,5,,psychology,ori_mmlu-professional_psychology
12127,"In a dc machine 6 pole wave winding is used. The number of parallel paths are?
Options:
 A. 2
B. 8
C. 7
D. 12
E. 3
F. 6
G. 5
H. 10
I. 4
J. 1",['2' '8' '7' '12' '3' '6' '5' '10' '4' '1'],A,0,,engineering,ori_mmlu-electrical_engineering
9537,"A ball of mass is attached to a string connected to the ceiling, forming a pendulum. When the string is raised to an angle of 50 degrees below the horizontal (the ceiling) and released, the ball swings back and forth with a period of 0.4 s. Which of the following changes to the pendulum would decrease the period of the pendulum?
Options:
 A. Releasing the string from a higher point
B. Increasing the angle of the string from the horizontal when released
C. Decreasing the angle of the string from the horizontal when released
D. Decreasing the mass of the ball
E. Increasing the length of the string
F. Releasing the ball from a lower point
G. Decreasing the length of the string
H. Increasing the mass of the ball
I. Decreasing the gravity acting on the ball","['Releasing the string from a higher point'
 'Increasing the angle of the string from the horizontal when released'
 'Decreasing the angle of the string from the horizontal when released'
 'Decreasing the mass of the ball' 'Increasing the length of the string'
 'Releasing the ball from a lower point'
 'Decreasing the length of the string' 'Increasing the mass of the ball'
 'Decreasing the gravity acting on the ball']",G,6,,physics,ori_mmlu-high_school_physics
1896,"An experienced equestrian rider sued a woman, claiming that her horse kicked and injured the rider. At trial, the rider testified that he was attending a horse show when, without provocation, he was kicked by a gray stallion with a black tail. The rider then called the woman as an adverse witness and asked her the following question: ""Isn't it true that you are the owner and trainer of a gray stallion with a black tail?"" After answering affirmatively, the woman was not asked any further questions on direct examination. Whereupon in cross- examination, the woman was then asked, ""Isn't it true that your horse is very gentle and would not kick anyone unless provoked?""Upon objection by the rider's attorney, the rider's strongest argument would be that the woman's proffered testimony is
Options:
 A. inadmissible, because it is hearsay evidence.
B. inadmissible as an improper form of impeachment.
C. inadmissible as substantive evidence to show that the horse must have been provoked.
D. inadmissible, because the woman's testimony contradicts the rider's account.
E. inadmissible as beyond the scope of the woman's direct testimony.
F. admissible as it provides evidence of the horse's general behavior.
G. inadmissible, because the woman's testimony is biased.
H. admissible as it is relevant to the case.
I. admissible, because it can refute the rider's claim.","['inadmissible, because it is hearsay evidence.'
 'inadmissible as an improper form of impeachment.'
 'inadmissible as substantive evidence to show that the horse must have been provoked.'
 ""inadmissible, because the woman's testimony contradicts the rider's account.""
 ""inadmissible as beyond the scope of the woman's direct testimony.""
 ""admissible as it provides evidence of the horse's general behavior.""
 ""inadmissible, because the woman's testimony is biased.""
 'admissible as it is relevant to the case.'
 ""admissible, because it can refute the rider's claim.""]",E,4,,law,ori_mmlu-professional_law
9282,"Use the uncertainty principle to estimate the kinetic energy of a neutron in a nucleus of radius R = 2 × 10^-13 cm.
Options:
 A. 6.22 × 10^-5 erg
B. 3.22 × 10^-5 erg
C. 8.22 ×10^-5 erg
D. 5.22 ×10^-5 erg
E. 2.22 ×10^-5 erg
F. 1.22 × 10^-5 erg
G. 9.22 × 10^-5 erg
H. 14.22 × 10^-5 erg
I. 10.22 ×10^-5 erg
J. 12.22 × 10^-5 erg","['6.22 × 10^-5 erg' '3.22 × 10^-5 erg' '8.22 ×10^-5 erg' '5.22 ×10^-5 erg'
 '2.22 ×10^-5 erg' '1.22 × 10^-5 erg' '9.22 × 10^-5 erg'
 '14.22 × 10^-5 erg' '10.22 ×10^-5 erg' '12.22 × 10^-5 erg']",C,2,,physics,stemez-Physics
