task,decision_prompt,answer_type,answer
"A thin rod of length $l$ exchanges heat with the external environment at the left end in an exponentially decaying manner over time, while maintaining a temperature of 0 at the right end. The initial temperature is 0. The temperature distribution $u(x, t)$ satisfies the equation\n$$\n\\begin{array}{l}\n\\frac{\\partial u}{\\partial t}-\\kappa \\frac{\\partial^{2} u}{\\partial x^{2}}=0, \\quad 0<x<l, \\quad t>0 \\\\\n\\left.\\frac{\\partial u}{\\partial x}\\right|_{x=0}=A e^{-b t},\\left.\\quad u\\right|_{x=l}=0 \\\\\n\\left.u\\right|_{t=0}=0\n\\end{array}\n$$ where $\\kappa, A, b$ are constants. Find this temperature distribution $u(x, t)$.
Options:
A. $u(x, t)=\frac{A \sqrt{\frac{\kappa}{b}} \sin \sqrt{\frac{b}{\kappa}}(x+l)}{\cos \sqrt{\frac{b}{\kappa}} l} e^{-b t}-\sum_{n=0}^{\infty} \frac{2 A \kappa}{l\left(b-\kappa \lambda_n^2\right)} \cos \lambda_n x e^{-\kappa \lambda_n^2 t}, \quad \lambda_n=\frac{(2 n+1) \pi}{2 l}$
B. $u(x, t)=\frac{A \sqrt{\frac{\kappa}{b}} \sin \sqrt{\frac{b}{\kappa}}(x-l)}{\cos \sqrt{\frac{b}{\kappa}} l} e^{-b t}-\sum_{n=0}^{\infty} \frac{2 A \kappa}{l\left(b-\kappa \lambda_n^2\right)} \cos \lambda_n x e^{-\kappa \lambda_n^2 t}, \quad \lambda_n=\frac{(2 n+1) \pi}{2 l}$
C. All other answers are incorrect
D. $u(x, t)=\frac{2A \sqrt{\frac{\kappa}{b}} \cos \sqrt{\frac{b}{\kappa}}(x-l)}{\cos \sqrt{\frac{b}{\kappa}} l} e^{-b t}-\sum_{n=0}^{\infty} \frac{A \kappa}{l\left(b-2\kappa \lambda_n^2\right)} \sin \lambda_n x e^{-\kappa \lambda_n^2 t}, \quad \lambda_n=\frac{(2 n+1) \pi}{2 l}$
E. $u(x, t)=\frac{A \sqrt{\frac{\kappa}{b}} \cos \sqrt{\frac{b}{\kappa}}(x-l)}{\cos \sqrt{\frac{b}{\kappa}} l} e^{-b t}-\sum_{n=0}^{\infty} \frac{2 A b}{l\left(b-\kappa \lambda_n^2\right)} \cos \lambda_n x e^{-\kappa \lambda_n^2 t}, \quad \lambda_n=\frac{(2 n+1) \pi}{l}$
F. $u(x, t)=\frac{A \sqrt{\frac{b}{\kappa}} \sin \sqrt{\frac{b}{\kappa}}(x-l)}{\sin \sqrt{\frac{b}{\kappa}} l} e^{-b t}-\sum_{n=0}^{\infty} \frac{2 A \kappa}{l\left(b-\kappa \lambda_n^2\right)} \sin \lambda_n x e^{-b \lambda_n^2 t}, \quad \lambda_n=\frac{(2 n+1) \pi}{2 l}$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,B
"The resistance of the light bulb is $R_{0}=2 \Omega$, and the normal operating voltage is $U_{0}=4.5 \mathrm{~V}$. It is powered by a battery with an electromotive force $U=6 \mathrm{~V}$ and negligible internal resistance. A sliding resistor is used to connect the light bulb with the battery. To ensure that the system's efficiency is no less than $\eta=0.6$, calculate the resistance value of the resistor and the maximum current it can withstand.
Options:
A. $I_{\text{max}}=2.81\,\text{A}$, $R=8.57\,\Omega$
B. $I_{\text{max}}=2.95\,\text{A}$, $R=8.64\,\Omega$
C. $I_{\text{max}}=2.72\,\text{A}$, $R=8.50\,\Omega$
D. $I_{\text{max}}=2.75\,\text{A}$, $R=8.45\,\Omega$
E. $I_{\text{max}}=2.88\,\text{A}$, $R=8.60\,\Omega$
F. All other answers are incorrect","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,A
"Two conductive plates each with length and width of $a$ and $b$ form a slightly skewed parallel plate capacitor, where one pair of wide edges is separated by a distance $d$ and the other pair is separated by a distance $(d+h)$, with $h \ll d$. If the capacitor is filled with a dielectric of relative permittivity $\varepsilon_{r}$, determine the capacitance of the capacitor.
Options:
A. $C=\frac{2\varepsilon_r \varepsilon_0 a b}{h} \ln \frac{d+h}{d}$
B. $C=\frac{\varepsilon_r \varepsilon_0 a b}{h} \ln \frac{2d+h}{h}$
C. All other answers are incorrect
D. $C=\frac{\varepsilon_r \varepsilon_0 a b}{2h} \ln \frac{d+h}{h}$
E. $C=\frac{\varepsilon_r \varepsilon_0 a b}{h} \ln \frac{d+h}{h}$
F. $C=\frac{\varepsilon_r \varepsilon_0 a b}{h} \ln \frac{d}{h}$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,E
"In the spatial region $-d \leqslant x \leqslant d$, the volume charge density $\rho>0$ is a constant. The other regions are all vacuum. If a charged particle with mass $m$ and electric charge $q(q<0)$ is released from rest at $x=2d$, how long will it take to reach the position $x=0$? Assume the charged particle is only affected by the electric force, and other forces such as gravitation and resistance can be ignored.
Options:
A. All other answers are incorrect
B. $t=2.01 \sqrt{\frac{\varepsilon_0 m}{-q \rho}}$ or $ (\sqrt{3} + \sin^{-1}\left(\frac{1}{\sqrt{5}}\right))  \sqrt{\frac{\varepsilon_0 m}{-q \rho}} $
C. $t=2.03 \sqrt{\frac{\varepsilon_0 m}{-q \rho}}$ or $ (\sqrt{2} + \sin^{-1}\left(\frac{1}{\sqrt{3}}\right))  \sqrt{\frac{\varepsilon_0 m}{-q \rho}} $
D. $t=2.05 \sqrt{\frac{\varepsilon_0 m}{-q \rho}}$ or $ (\sqrt{2} + \sin^{-1}\left(\frac{1}{\sqrt{4}}\right))  \sqrt{\frac{\varepsilon_0 m}{-q \rho}} $
E. $t=1.98 \sqrt{\frac{\varepsilon_0 m}{-q \rho}}$ or $ (\sqrt{1.5} + \sin^{-1}\left(\frac{1}{\sqrt{3}}\right))  \sqrt{\frac{\varepsilon_0 m}{-q \rho}} $
F. $t=2.00 \sqrt{\frac{\varepsilon_0 m}{-q \rho}}$ or $ (\sqrt{2} + \sin^{-1}\left(\frac{1}{2}\right))  \sqrt{\frac{\varepsilon_0 m}{-q \rho}} $","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,C
"A conducting sphere with a radius of $R$ carries a charge $Q(Q>0)$. Now, a point charge $q$ with the same sign as $Q$ is placed at a distance $a$ from the center of the sphere $(a>R)$. To ensure that the conducting sphere is attracted by the force from $q$ at the electrostatic equilibrium, determine the value range for $q$.
Options:
A. $q>\frac{a(2a^2-R^2)^2}{(2a^2-R^2)R^3} Q$
B. $q>\frac{a(a^2-R^2)^2}{(2a^2-R^3)R^3} Q$
C. $q>\frac{a(a^2-2R^2)^2}{(2a^2-R^2)R^3} Q$
D. $q>\frac{2a(a^2-R^2)^2}{(2a^2-R^2)R^3} Q$
E. $q>\frac{a(a^2-R^2)^2}{(2a^2-R^2)R^3} Q$
F. All other answers are incorrect","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,E
"Given that the energy density of the electric field in a vacuum is $w_{\mathrm{e}}=\frac{1}{2} \varepsilon_{0} E^{2}$. Try to find: 1. The electric field intensity on the surface of a uniformly charged sphere (with charge $Q$ and radius $R$). 2. The surface tension coefficient $\sigma$ on the surface of the charged sphere.
Options:
A. $ E_k=\frac{2Q}{8 \pi \varepsilon_0 R^2} $ , $ \sigma=\frac{Q^2}{32 \pi^2 \varepsilon_0 R^3} $
B. $ E_k=\frac{Q}{4 \pi \varepsilon_0 R^2} $ , $ \sigma=\frac{Q^2}{256 \pi^2 \varepsilon_0 R^3} $
C. All other answers are incorrect
D. $ E_k=\frac{Q}{12 \pi \varepsilon_0 R^2} $ , $ \sigma=\frac{Q^2}{96 \pi^2 \varepsilon_0 R^3} $
E. $ E_k=\frac{Q}{16 \pi \varepsilon_0 R^2} $ , $ \sigma=\frac{Q^2}{128 \pi^2 \varepsilon_0 R^3} $
F. $ E_k=\frac{Q}{8 \pi \varepsilon_0 R^2} $ , $ \sigma=\frac{Q^2}{64 \pi^2 \varepsilon_0 R^3} $","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,F
"A small ball with mass $m$ and electric charge $q(q>0)$ is released from rest at a height $h$ above the ground. To ensure that the ball will never hit the ground, a strong enough uniform horizontal magnetic field can be applied at the beginning of its descent. Find the minimum possible value of the magnetic field induction $B_{0}$, assuming air resistance can be neglected.
Options:
A. $B_0=\sqrt{\frac{2 g}{h}} \frac{m}{q}$
B. $B_0=\sqrt{\frac{4 g}{h}} \frac{m}{q}$
C. $B_0=\sqrt{\frac{3 g}{h}} \frac{m}{q}$
D. All other answers are incorrect
E. $B_0=\sqrt{\frac{g}{h}} \frac{m}{2q}$
F. $B_0=\sqrt{\frac{g}{2h}} \frac{m}{q}$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,A
"There is a fixed point charge $\mathrm{A}$ on the ground. Directly above $\mathrm{A}$, there is a charged small sphere $\mathrm{B}$. Under the influence of gravity and the Coulomb repulsive force exerted by $\mathrm{A}$, $\mathrm{B}$ performs free oscillations between a height of $\frac{H}{2}$ and $H$ above A. Find the maximum speed $v_{\text {max }}$ of B.
Options:
A. $v_{\max}=\sqrt{(3-2 \sqrt{3}) g H}$
B. $v_{\max}=\sqrt{(4-2 \sqrt{2}) g H}$
C. $v_{\max}=\sqrt{(3-\sqrt{2}) g H}$
D. All other answers are incorrect
E. $v_{\max}=\sqrt{(2-2 \sqrt{2}) g H}$
F. $v_{\max}=\sqrt{(3-2 \sqrt{2}) g H}$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,F
"The half-space $z \leqslant 0$ is filled with medium with relative permittivity $\varepsilon_{r}$, the half-space $z > 0$ is vacuum. A point charge with charge $q$ is located at $z=h_{1}$. External force slowly moves this point charge from $z=h_{1}$ to $z=h_{2}$. Find the work done by the external force $W$.
Options:
A. $W=\frac{\left(\varepsilon_r-1\right) q^2}{16 \pi \varepsilon_0\left(2+\varepsilon_r\right)}\left(\frac{1}{h_1}-\frac{1}{h_2}\right)$
B. $W=\frac{\left(\varepsilon_r+1\right) q^2}{16 \pi \varepsilon_0\left(1+\varepsilon_r\right)}\left(\frac{1}{h_1}-\frac{1}{h_2}\right)$
C. All other answers are incorrect
D. $W=\frac{\left(\varepsilon_r-1\right) q^2}{16 \pi \varepsilon_0\left(1+\varepsilon_r\right)}\left(\frac{1}{h_1}-\frac{1}{h_2}\right)$
E. $W=\frac{\left(\varepsilon_r-2\right) q^2}{16 \pi \varepsilon_0\left(1+\varepsilon_r\right)}\left(\frac{1}{h_1}-\frac{1}{h_2}\right)$
F. $W=\frac{\left(\varepsilon_r-1\right) q^2}{8 \pi \varepsilon_0\left(1+\varepsilon_r\right)}\left(\frac{1}{h_1}-\frac{1}{h_2}\right)$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,D
"Protons are accelerated by a proton accelerator to a kinetic energy of $E$. A thin beam of protons is directed from the accelerator towards a metal sphere with radius $r$ far from the accelerator and remains on the sphere. The center of the sphere is not on the line of the proton beam emitted from the accelerator, but at a perpendicular distance $d$ from this line with $d<r$. After the accelerator has been working for a sufficient amount of time, to what potential can the sphere be charged?
Options:
A. $U=\left(1+\frac{d^2}{r^2}\right)\frac{E}{e}$
B. $U=\left(1-\frac{d^2}{r^3}\right)\frac{E}{e}$
C. All other answers are incorrect
D. $U=\left(1-\frac{2d^2}{r^2}\right)\frac{E}{e}$
E. $U=\left(1-\frac{d^2}{r^2}\right)\frac{E}{e}$
F. $U=\left(1-\frac{d^2}{2r^2}\right)\frac{E}{e}$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,E
"On the $xy$ plane, there is a charged ring centered at the origin with radius $R$. The charge line density is distributed as: for $y<0, \lambda=\lambda_{0}$; for $y>0, \lambda=-\lambda_{0}$. Find the electric field intensity distribution along the $z$ axis (the axis passing through the center of the ring and perpendicular to the plane of the ring).
Options:
A. $\boldsymbol{E}=\left(0, \frac{\lambda_0 R^2}{2 \pi \varepsilon_0 r^3}, 0\right)$
B. $\boldsymbol{E}=\left(0, \frac{\lambda_0 R^2}{\pi 2 \varepsilon_0 r^3}, 0\right)$
C. $\boldsymbol{E}=\left(0, \frac{3 \lambda_0 R^2}{\pi \varepsilon_0 r^3}, 0\right)$
D. All other answers are incorrect
E. $\boldsymbol{E}=\left(0, \frac{\lambda_0 R^3}{\pi \varepsilon_0 r^3}, 0\right)$
F. $\boldsymbol{E}=\left(0, \frac{\lambda_0 R^2}{\pi \varepsilon_0 r^3}, 0\right)$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,F
"In a long and straight wire of length $L$, electrons oscillate in phase with angular frequency $\omega$ and small amplitude $a$. Try to calculate the electric field intensity at a far distance $R$ ($R \gg L$) at an angle $\theta$ to the wire.
Options:
A. $\boldsymbol{E}(t)=\frac{q}{2 \pi \varepsilon_0 c^2} \frac{2\omega c}{B} \sin \left(\frac{L \omega}{2 c} \sin \theta\right) \cos \omega \cdot\left(t-\frac{R}{c}\right)$
B. $\boldsymbol{E}(t)=\frac{q}{2 \pi \varepsilon_0 c} \frac{\omega c}{B} \sin \left(\frac{L \omega}{4 c} \cos \theta\right) \cos \omega \cdot\left(t-\frac{R}{c}\right)$
C. $\boldsymbol{E}(t)=\frac{q}{2 \pi \varepsilon_0 c^2} \frac{\omega c}{B} \sin \left(\frac{L \omega}{2 c} \cos \theta\right) \cos \omega \cdot\left(t-\frac{R}{c}\right)$
D. $\boldsymbol{E}(t)=\frac{q}{4 \pi \varepsilon_0 c^2} \frac{\omega c}{B} \sin \left(\frac{L \omega}{c} \cos \theta\right) \cos \omega \cdot\left(t-\frac{R}{c}\right)$
E. $\boldsymbol{E}(t)=\frac{q}{2 \pi \varepsilon_0 c^2} \frac{\omega}{B} \sin \left(\frac{L \omega}{2 c} \cos \theta\right) \cos \omega \cdot\left(t-\frac{R}{c}\right)$
F. All other answers are incorrect","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,C
"Given that the focal pressure of the microscope objective lens is $f_{1}=2 \mathrm{~mm}$, the focal length of the eyepiece is $f_{2}=20 \mathrm{~mm}$, and the optical tube length is $\Delta=$ 153 mm, with the final image distance from the eyepiece being the visible distance $s_{0}=250 \mathrm{~mm}$. Find: 1. The distance of the object from the objective lens. 2. The angular magnification of the microscope. 3. The depth of focus of the microscope.
Options:
A. (1)2.016mm (2)1032 (3)2.51×$10^{-4}$mm
B. (1)2.036mm (2)1035 (3)2.49×$10^{-4}$mm
C. All other answers are incorrect
D. (1)2.046mm (2)1030 (3)2.52×$10^{-4}$mm
E. (1)2.026mm (2)1033 (3)2.5×$10^{-4}$mm
F. (1)2.056mm (2)1036 (3)2.48×$10^{-4}$mm","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,E
"A section of a glass capillary has an outer diameter of $D$, and the refractive index of the glass is $n$. When observed from the side, the inner diameter of the capillary appears to be $d^{\prime}$. What is the actual inner diameter of the capillary?
Options:
A. $\frac{d^{\prime} - 1}{n}$
B. $\frac{d^{\prime}}{n}$
C. $\frac{d^{\prime}}{n - 1}$
D. $\frac{d^{\prime} + 1}{n}$
E. $\frac{d^{\prime}}{n + 1}$
F. All other answers are incorrect","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,B
"The refractive index of the glass plates stack is $n=1.54$. It is placed in air, and natural light is incident at the Brewster angle. To achieve a polarization degree of $99\%$ for the polarized light emitted from the glass plates stack, at least how many glass plates are needed? Ignore multiple reflections, as well as light energy loss caused by absorption and scattering.
Options:
A. All other answers are incorrect
B. 20
C. 16
D. 18
E. 14
F. 15","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,F
"Three plano-convex lenses A, B, and C are paired to form a Newton's ring interference apparatus. Using monochromatic light with a wavelength of $\lambda=600 \mathrm{~nm}$ that is incident perpendicularly, the Newton's rings produced by the air layer are observed. When A and B are paired, the radius of the 10th dark ring is measured as $r_{AB}=4.0 \mathrm{~mm}$; when B and C are paired, the radius of the 10th dark ring is $r_{BC}=4.5 \mathrm{~mm}$; when C and A are paired, the radius of the 10th dark ring is $r_{CA}=5.0 \mathrm{~mm}$. Assume the lenses are in good contact when paired. Find the curvature radius $R_{A}, R_{B}$, and $R_{C}$ of the three lenses' spherical surfaces.
Options:
A. All other answers are incorrect
B. 6.30m, 4.70m, 15.0m
C. 7.28m, 4.45m, 12.2m
D. 6.28m, 4.64m, 12.4m
E. 5.90m, 4.64m, 13.0m
F. 5.85m, 3.84m, 13.6m","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,D
"In a Michelson interferometer, the mirror in one arm moves uniformly at a speed $ v $ in parallel. A lens is used to image the interference fringes onto the sampling window of a photoelectric element. As the fringes move, the change in light intensity entering the sampling window is converted into a change in the electrical signal.1. If the wavelength of the light source is $\lambda=600 \mathrm{~nm}$, and the time frequency of the measured change in the electrical signal is $\nu=50 \mathrm{~Hz}$, find the speed of the moving mirror. 2. If sodium yellow light with an average wavelength of 589.3 nm is used as the light source, and the speed of the parallel moving mirror is the value obtained in question 1, the measured beat frequency of the electrical signal is $5.2 \times 10^{-2} \mathrm{~Hz}$. Find the wavelength difference between the two spectral lines of the sodium yellow light.
Options:
A. All other answers are incorrect
B. (1)1.5×$10^{-5}$m/s (2)0.6nm
C. (1)1.8×$10^{-5}$m/s (2)0.7nm
D. (1)1.8×$10^{-5}$m/s (2)0.9nm
E. (1)1.2×$10^{-5}$m/s (2)0.5nm
F. (1)1.7×$10^{-5}$m/s (2)0.9nm","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,B
